#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-08T03:28:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8d44aaa608	
#INFO	-out.max=1000	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&key:c=17:40:42.6174 -53:40:27.448&pos:17:40:42.6174 -53:40:27.448( 1 arcmin J2000)&HTTPPRM:&-c=17:40:42.6174 -53:40:27.448&-c.u=arcmin&-c.r=1&-c.eq=J2000&-c.geom=r&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c=17:40:42.6174 -53:40:27.448
#-c.eq=J2000
#-c.r=  1
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#
#INFO	-c=265.177572-53.674291,rm=1.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F6.4)	Distance from center (265.17757250000-53.67429111111)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
_r	_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
0.3648	265.1675389042497	-53.6728430358941	265.16757995418	 0.2398	-53.67290351604	 0.1823	5921745296786412032	    1.6994	 0.1920	    5.648	 0.661	  -14.047	 0.361	0	 4.7858e+03	 4.0722e+01	16.4885	0.0092	 9.5715e+03	 6.3762e+02	15.3989	0.0723	 8.9044e+03	 1.4692e+02	14.8879	0.0179	 0.5110	       	     	5095.63	       	       	      	
0.3648	265.1756052325314	-53.6801879928750	265.17562539761	 0.2013	-53.68026110121	 0.2024	5921745296766530816	    0.4287	 0.2359	    2.774	 0.359	  -16.980	 0.348	0	 6.1744e+03	 3.3552e+01	16.2119	0.0059	 5.8723e+03	 3.7023e+02	15.9294	0.0685	 6.8535e+03	 3.5440e+02	15.1721	0.0561	 0.7572	       	     	5095.63	       	       	      	
0.3661	265.1731834414200	-53.6798114559800	265.17318344142	 0.4225	-53.67981145598	 0.4846	5921745296766579200	          	       	         	      	         	      	0	 1.1486e+03	 5.3310e+00	18.0379	0.0050	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3667	265.1694506978890	-53.6704332163688	265.16946747885	 0.0543	-53.67050951512	 0.0554	5921745292477470720	    0.3870	 0.0688	    2.309	 0.104	  -17.721	 0.103	0	 8.8402e+04	 8.7786e+01	13.3222	0.0011	 6.3532e+04	 3.5831e+02	13.3439	0.0061	 4.8526e+04	 1.8806e+02	13.0470	0.0042	 0.2969	       	     	8760.00	       	       	      	
0.3673	265.1721787844787	-53.6689858304420	265.17217178599	 0.4904	-53.66907199322	 0.4475	5921751172281920384	    0.0061	 0.3354	   -0.963	 0.956	  -20.012	 0.780	0	 3.2164e+03	 1.3856e+01	16.9200	0.0047	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3678	265.1797542248600	-53.6682985730000	265.17975422486	37.7753	-53.66829857300	53.6073	5921751172301636608	          	       	         	      	         	      	0	 1.1438e+04	 7.3915e+01	15.5425	0.0070	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3684	265.1877950301196	-53.6732417841483	265.18780671725	 0.2314	-53.67331770401	 0.2598	5921751172298208512	    0.6277	 0.1796	    1.608	 0.451	  -17.633	 0.519	0	 4.2822e+03	 7.0613e+00	16.6092	0.0018	 4.5482e+03	 2.8363e+02	16.2068	0.0677	 6.0239e+03	 3.3824e+02	15.3122	0.0610	 0.8946	       	     	5095.63	       	       	      	
0.3694	265.1780452563473	-53.6803695089869	265.17806689719	 0.0769	-53.68044147635	 0.0788	5921745296766524544	    0.5970	 0.0893	    2.977	 0.154	  -16.715	 0.151	0	 1.1898e+04	 2.4653e+01	15.4997	0.0022	 8.3918e+03	 1.5644e+02	15.5417	0.0202	 1.2300e+04	 1.9327e+02	14.5372	0.0171	 1.0046	       	     	5143.45	       	       	      	
0.3700	265.1731930789562	-53.6686143654015	265.17321425592	 0.2726	-53.66869183957	 0.2719	5921751172296027392	    0.8171	 0.2778	    2.914	 0.605	  -17.994	 0.659	0	 3.2746e+03	 1.0315e+01	16.9005	0.0034	 3.1377e+03	 1.2454e+02	16.6099	0.0431	 4.0424e+03	 6.1834e+01	15.7453	0.0166	 0.8645	       	     	5095.63	       	       	      	
0.3708	265.1673339412000	-53.6754749802700	265.16733394120	22.3164	-53.67547498027	20.2769	5921745296766562048	          	       	         	      	         	      	0	 2.1098e+04	 1.0605e+02	14.8778	0.0055	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3709	265.1760753594900	-53.6804087724700	265.17607535949	42.9780	-53.68040877247	15.6104	5921745296766531072	          	       	         	      	         	      	0	 3.9485e+03	 1.0277e+01	16.6973	0.0028	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3711	265.1675989271110	-53.6760983258262	265.16762458530	 0.1827	-53.67617087444	 0.2315	5921745296766628480	    0.2880	 0.1619	    3.530	 0.356	  -16.850	 0.414	0	 7.8172e+03	 1.6079e+01	15.9557	0.0022	 1.5037e+04	 9.8483e+03	14.9085	0.7111	 2.1241e+04	 6.3719e+03	13.9440	0.3257	 0.9645	       	     	5095.63	       	       	      	
0.3723	265.1699476221500	-53.6785454933700	265.16994762215	 0.7322	-53.67854549337	 1.8073	5921745296766605824	          	       	         	      	         	      	1	 4.2125e+03	 9.1756e+01	16.6270	0.0236	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3744	265.1881055821600	-53.6742639483500	265.18810558216	 1.1684	-53.67426394835	 1.1210	5921751172296004864	          	       	         	      	         	      	0	 2.0909e+03	 2.9184e+01	17.3875	0.0152	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3754	265.1801443417559	-53.6802786178705	265.18017045319	 0.0414	-53.68035640204	 0.0501	5921745292477484928	    0.3556	 0.0478	    3.592	 0.080	  -18.066	 0.087	0	 5.4564e+04	 6.6469e+01	13.8461	0.0013	 2.7038e+04	 2.8875e+02	14.2714	0.0116	 4.6268e+04	 1.6591e+02	13.0987	0.0039	 1.1727	       	     	5023.00	       	       	  5.71	   18.722
0.3756	265.1845284811400	-53.6790035706000	265.18452848114	 0.7341	-53.67900357060	 0.8605	5921745296766499968	          	       	         	      	         	      	0	 2.5079e+03	 1.7929e+01	17.1901	0.0078	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3766	265.1822544915400	-53.6799215911600	265.18225449154	 3.5978	-53.67992159116	 3.5911	5921745296766496640	          	       	         	      	         	      	0	 2.1188e+03	 4.8212e+01	17.3731	0.0247	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3769	265.1716590726260	-53.6794393931391	265.17168625211	 0.1455	-53.67951610092	 0.1264	5921745296786401536	    0.3085	 0.1288	    3.739	 0.256	  -17.816	 0.218	0	 2.5142e+03	 4.9664e+00	17.1874	0.0021	 2.2239e+03	 1.9732e+02	16.9836	0.0963	 2.5476e+03	 5.1459e+01	16.2466	0.0219	 0.7370	       	     	       	       	       	      	
0.3773	265.1824257442300	-53.6686979938100	265.18242574423	 1.5037	-53.66869799381	 2.0394	5921751172295965056	          	       	         	      	         	      	0	 3.2462e+03	 3.7053e+01	16.9099	0.0124	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3776	265.1680949499407	-53.6712482442076	265.16817180663	 0.5058	-53.67136137701	 0.5442	5921745296786386432	   -1.4038	 0.6005	   10.575	 0.972	  -26.276	 0.975	1	 6.7334e+03	 7.9949e+01	16.1178	0.0129	 6.8235e+03	 6.9730e+02	15.7664	0.1110	           	           	       	      	       	       	     	       	       	       	      	
0.3792	265.1750545382300	-53.6681494604100	265.17505453823	 5.7823	-53.66814946041	 3.3816	5921751172296014208	          	       	         	      	         	      	0	 8.3870e+02	 5.3231e+00	18.3793	0.0069	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3800	265.1846858237900	-53.6695638636600	265.18468582379	 1.1720	-53.66956386366	 1.6716	5921751172295949312	          	       	         	      	         	      	0	 8.4178e+03	 2.8026e+01	15.8754	0.0036	 6.8171e+03	 1.3703e+02	15.7674	0.0218	 9.0400e+03	 9.8586e+01	14.8715	0.0118	 0.8959	       	     	5112.07	       	       	      	
0.3830	265.1859240089969	-53.6782327266641	265.18595383361	 0.1013	-53.67830443139	 0.0999	5921745296766500864	    0.1635	 0.1034	    4.103	 0.185	  -16.654	 0.181	0	 4.6124e+03	 2.0406e+01	16.5286	0.0048	 3.7262e+03	 1.4116e+02	16.4232	0.0411	 6.0423e+03	 6.0611e+01	15.3089	0.0109	 1.1143	       	     	5095.63	       	       	      	
0.3833	265.1674199730400	-53.6721386429400	265.16741997304	 0.7461	-53.67213864294	 0.6988	5921745296766651904	          	       	         	      	         	      	0	 1.4164e+03	 7.6482e+00	17.8104	0.0059	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3839	265.1838310026900	-53.6795055650700	265.18383100269	 1.0026	-53.67950556507	 0.9106	5921745296766502016	          	       	         	      	         	      	0	 1.0832e+03	 6.3764e+00	18.1016	0.0064	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3851	265.1786871745774	-53.6678335791038	265.17871784209	 0.3985	-53.66790869383	 0.3664	5921751172301654144	    1.8303	 0.3958	    4.220	 0.778	  -17.446	 0.765	0	 4.5477e+03	 2.4885e+01	16.5439	0.0059	 5.0984e+03	 5.7071e+02	16.0828	0.1215	 5.6729e+03	 8.3220e+01	15.3774	0.0159	 0.7054	       	     	5095.63	       	       	      	
0.3862	265.1685580671942	-53.6778526802623	265.16859061738	 0.2660	-53.67791319485	 0.2658	5921745296766620160	   -0.9961	 0.3246	    4.478	 0.448	  -14.055	 0.427	0	 2.5377e+03	 2.7990e+01	17.1773	0.0120	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3877	265.1692572359260	-53.6784145454706	265.16932142854	 0.3588	-53.67851713396	 0.3238	5921745296766604928	   -2.0276	 0.3465	    8.831	 0.609	  -23.827	 0.552	0	 3.0690e+03	 1.0648e+01	16.9709	0.0038	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3894	265.1676286750300	-53.6715669728600	265.16762867503	16.3121	-53.67156697286	24.0650	5921745296786392448	          	       	         	      	         	      	0	 2.3760e+03	 2.0664e+01	17.2487	0.0094	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3897	265.1711952497700	-53.6690072587800	265.17119524977	 0.8615	-53.66900725878	 0.7920	5921751172281929600	          	       	         	      	         	      	0	 1.5511e+03	 7.5978e+00	17.7118	0.0053	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3919	265.1824874183000	-53.6801383287300	265.18248741830	 1.2210	-53.68013832873	 1.0894	5921745296766496768	          	       	         	      	         	      	0	 1.3951e+03	 1.0495e+01	17.8268	0.0082	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3924	265.1871394916335	-53.6774367794629	265.18716482354	 0.1537	-53.67752772141	 0.2040	5921751172281760384	   -0.9657	 0.2780	    3.485	 0.453	  -21.122	 0.560	0	 2.3289e+03	 7.7379e+00	17.2705	0.0036	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3931	265.1856369339500	-53.6698082540700	265.18563693395	 4.1927	-53.66980825407	 6.2684	5921751172295949568	          	       	         	      	         	      	0	 2.7712e+03	 2.2317e+01	17.0817	0.0087	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3935	265.1885608284000	-53.6734965361900	265.18856082840	 0.5220	-53.67349653619	 1.9605	5921751172295995648	          	       	         	      	         	      	0	 3.0039e+03	 1.3091e+01	16.9942	0.0047	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3943	265.1665141851011	-53.6735185301745	265.16654229109	 0.0315	-53.67359248240	 0.0310	5921745296786412544	    0.3651	 0.0273	    3.867	 0.060	  -17.176	 0.054	0	 9.6409e+04	 4.8013e+01	13.2281	0.0005	 4.5166e+04	 6.6091e+01	13.7144	0.0016	 7.9792e+04	 5.7917e+01	12.5070	0.0008	 1.2073	       	     	4870.38	       	       	  8.01	   32.525
0.3945	265.1882806431597	-53.6758802535275	265.18830999365	 0.1971	-53.67595557492	 0.1744	5921751172297383296	    0.2885	 0.2247	    4.038	 0.469	  -17.494	 0.377	0	 2.3152e+03	 9.6663e+00	17.2769	0.0045	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3951	265.1779144567000	-53.6808731635100	265.17791445670	 0.8244	-53.68087316351	 0.8395	5921745296766524928	          	       	         	      	         	      	0	 3.0846e+03	 3.8229e+01	16.9654	0.0135	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3962	265.1885483717105	-53.6731194318454	265.18856565524	 0.1996	-53.67319525268	 0.1497	5921751172295995776	    0.3148	 0.2451	    2.378	 0.311	  -17.610	 0.295	0	 3.5033e+03	 1.0776e+01	16.8272	0.0033	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3966	265.1886733125316	-53.6747206150607	265.18869835207	 0.0359	-53.67479719798	 0.0369	5921751167992757888	    0.3820	 0.0370	    3.445	 0.077	  -17.787	 0.083	0	 3.0072e+04	 1.4576e+01	14.4930	0.0005	 1.5048e+04	 1.5412e+02	14.9077	0.0111	 2.5410e+04	 1.3091e+02	13.7494	0.0056	 1.1583	       	     	4978.25	       	       	  4.04	    9.028
0.3968	265.1713232380137	-53.6687245851041	265.17134821585	 0.1349	-53.66880098719	 0.1266	5921751172281930752	    0.1999	 0.1445	    3.437	 0.235	  -17.745	 0.230	0	 5.6614e+03	 1.7304e+01	16.3060	0.0033	 7.2470e+03	 1.0408e+02	15.7010	0.0156	 7.7959e+03	 1.0490e+02	15.0323	0.0146	 0.6687	       	     	5095.63	       	       	      	
0.3973	265.1671394367300	-53.6766681429300	265.16713943673	 1.7114	-53.67666814293	 1.7293	5921745296766628224	          	       	         	      	         	      	1	 4.7864e+03	 5.2586e+01	16.4883	0.0119	 5.7518e+03	 8.8075e+01	15.9519	0.0166	 7.8405e+03	 5.7814e+02	15.0261	0.0801	 0.9258	       	     	5095.63	       	       	      	
0.3977	265.1701201361900	-53.6792352587200	265.17012013619	 4.2774	-53.67923525872	 5.1178	5921745296766597632	          	       	         	      	         	      	1	 3.1989e+03	 6.5311e+01	16.9259	0.0222	 3.7022e+03	 2.3403e+02	16.4302	0.0686	 4.6427e+03	 1.5477e+02	15.5950	0.0362	 0.8352	       	     	5095.63	       	       	      	
0.3983	265.1729288432486	-53.6802493472626	265.17296017404	 0.4369	-53.68034198560	 0.5595	5921745296766579328	    0.0266	 0.6647	    4.310	 0.654	  -21.516	 0.702	0	 2.4543e+03	 2.3993e+01	17.2135	0.0106	 3.1211e+03	 6.9331e-01	16.6156	0.0002	 3.9728e+03	 6.9404e+01	15.7642	0.0190	 0.8514	       	     	       	       	       	      	
0.3985	265.1763873439573	-53.6676115753218	265.17639772144	 0.3881	-53.66768642310	 0.1832	5921751172295987712	   -0.7757	 0.4344	    1.428	 0.460	  -17.384	 0.419	0	 2.1158e+03	 1.1709e+01	17.3747	0.0060	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3990	265.1833820664053	-53.6685351669764	265.18340655722	 0.0266	-53.66861031184	 0.0274	5921751167992750592	    0.4065	 0.0254	    3.370	 0.049	  -17.453	 0.049	0	 1.1169e+05	 3.9865e+01	13.0683	0.0004	 5.4030e+04	 5.3537e+02	13.5198	0.0108	 9.3484e+04	 8.8022e+02	12.3351	0.0102	 1.1847	       	     	4916.00	       	       	  7.56	   30.051
0.3995	265.1887777213369	-53.6739484873358	265.18880476645	 0.5132	-53.67402859220	 0.4223	5921751172296004992	    1.3377	 0.4266	    3.721	 0.938	  -18.605	 0.770	0	 4.1595e+03	 3.5685e+01	16.6408	0.0093	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.3998	265.1824399627300	-53.6682832084000	265.18243996273	40.5114	-53.66828320840	15.6224	5921751172295961856	          	       	         	      	         	      	0	 3.1562e+03	 1.1268e+02	16.9405	0.0388	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4023	265.1754061077200	-53.6808719476100	265.17540610772	 0.6111	-53.68087194761	 0.7256	5921745296766530944	          	       	         	      	         	      	0	 2.8533e+03	 2.7236e+01	17.0500	0.0104	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4025	265.1771501831927	-53.6675178409884	265.17717562541	 0.1474	-53.66758727238	 0.1390	5921751172295987968	   -0.0600	 0.1593	    3.501	 0.336	  -16.126	 0.321	0	 2.3109e+03	 7.1417e+00	17.2789	0.0034	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4027	265.1724589845381	-53.6682715165607	265.17243371628	 0.3097	-53.66830896198	 0.3723	5921751172296022528	    0.3021	 0.3192	   -3.477	 0.590	   -8.697	 0.568	0	 1.8957e+03	 1.4573e+01	17.4939	0.0083	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4031	265.1869675658162	-53.6779575877222	265.18699579107	 0.0774	-53.67803023967	 0.0669	5921745296766494336	    0.2783	 0.0866	    3.883	 0.121	  -16.874	 0.119	0	 6.0765e+03	 7.2168e+00	16.2292	0.0013	 4.4735e+03	 2.2905e+02	16.2248	0.0556	 5.8770e+03	 1.3638e+02	15.3390	0.0252	 0.8857	       	     	5143.45	       	       	      	
0.4035	265.1730166087635	-53.6680296484870	265.17305552471	 0.1586	-53.66812115016	 0.1457	5921751172296022656	    0.1838	 0.1571	    5.355	 0.308	  -21.252	 0.259	0	 2.5253e+03	 1.2257e+01	17.1826	0.0053	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4037	265.1665210153471	-53.6758382418936	265.16655283712	 0.1416	-53.67592172662	 0.1310	5921745296766635776	   -0.1977	 0.1663	    4.378	 0.231	  -19.390	 0.244	0	 4.5106e+03	 2.6913e+01	16.5528	0.0065	 4.2106e+03	 3.0069e+01	16.2905	0.0078	 7.6256e+03	 9.0276e+02	15.0562	0.1285	 1.2343	       	     	5095.63	       	       	      	
0.4042	265.1860970293013	-53.6697680309230	265.18612688426	 0.2267	-53.66985191176	 0.1719	5921751172295949696	   -1.1487	 0.2601	    4.108	 0.316	  -19.482	 0.302	0	 6.1664e+03	 1.2265e+01	16.2133	0.0022	 6.2529e+03	 2.0395e+02	15.8612	0.0354	 7.9294e+03	 1.7245e+02	15.0138	0.0236	 0.8474	       	     	5095.63	       	       	      	
0.4058	265.1714803789300	-53.6685705062800	265.17148037893	 0.6668	-53.66857050628	 0.4927	5921751172281929472	          	       	         	      	         	      	0	 1.3565e+03	 2.7117e+01	17.8573	0.0217	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4062	265.1694076446897	-53.6694182991395	265.16946758667	 0.4710	-53.66951812346	 0.5897	5921751172281930240	   -1.9074	 0.6794	    8.248	 0.954	  -23.185	 1.095	0	 6.1748e+03	 2.9456e+01	16.2118	0.0052	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4067	265.1668376797015	-53.6718330899267	265.16686064618	 0.0791	-53.67190827354	 0.0784	5921745296766651776	    0.2528	 0.0793	    3.160	 0.142	  -17.462	 0.150	0	 6.9889e+03	 9.0663e+00	16.0773	0.0014	 7.6438e+03	 2.5082e+02	15.6431	0.0356	 8.7385e+03	 3.4481e+02	14.9083	0.0428	 0.7348	       	     	5095.63	       	       	      	
0.4091	265.1833003932238	-53.6801263093149	265.18333541673	 0.2214	-53.68019288182	 0.1785	5921745296786352384	    1.6386	 0.2505	    4.818	 0.603	  -15.462	 0.465	0	 1.8632e+03	 1.1642e+01	17.5127	0.0068	 2.6277e+03	 3.5239e+01	16.8024	0.0146	 4.0651e+03	 2.5876e+01	15.7392	0.0069	 1.0632	       	     	       	       	       	      	
0.4094	265.1885784802100	-53.6722801878200	265.18857848021	 8.5446	-53.67228018782	 7.4092	5921751172302747648	          	       	         	      	         	      	0	 1.8666e+03	 1.1946e+01	17.5108	0.0069	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4097	265.1700739351888	-53.6690172927736	265.17009576642	 0.1587	-53.66909362597	 0.1592	5921751172301676032	   -0.4291	 0.1803	    3.004	 0.315	  -17.729	 0.319	0	 8.2798e+03	 3.9818e+01	15.8933	0.0052	 7.7461e+03	 2.4444e+02	15.6287	0.0343	 9.3863e+03	 1.1950e+02	14.8307	0.0138	 0.7980	       	     	5095.63	       	       	      	
0.4098	265.1660262987848	-53.6746751476472	265.16606806280	 0.3780	-53.67474203446	 0.3559	5921745296766642944	    0.5881	 0.2603	    5.746	 0.639	  -15.535	 0.594	0	 2.8800e+03	 1.0844e+01	17.0399	0.0041	 3.8948e+03	 4.9700e+02	16.3752	0.1385	 5.6981e+03	 2.5368e+02	15.3726	0.0483	 1.0026	       	     	5095.63	       	       	      	
0.4101	265.1688762132200	-53.6698003563300	265.16887621322	 1.3854	-53.66980035633	 1.7277	5921745296766671616	          	       	         	      	         	      	0	 2.4588e+03	 3.2404e+01	17.2115	0.0143	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.4113	265.1881350871338	-53.6769758680891	265.18816260666	 0.0656	-53.67705331212	 0.0766	5921751167992756736	    0.3467	 0.0756	    3.786	 0.118	  -17.987	 0.130	0	 7.1130e+03	 6.6715e+00	16.0582	0.0010	 4.6780e+03	 1.2479e+02	16.1762	0.0290	 5.8999e+03	 5.7004e+01	15.3348	0.0105	 0.8414	       	     	5286.90	       	       	      	
0.4119	265.1841251816458	-53.6685637715873	265.18413586459	 0.2144	-53.66863272506	 0.2015	5921751172295959680	    1.6151	 0.2846	    1.470	 0.368	  -16.015	 0.439	0	 3.8117e+03	 2.7646e+01	16.7356	0.0079	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
